complaint_id,complaint_text,title,category,subcategory,department,priority,severity,location_type,affected_citizens,duration_days,emergency_flag,is_crime,resolution_days,latitude,longitude,ward,address
CMP-10082,Healthcare & Hospital Facilities की इस समस्या से स्थानीय निवासियों को कई दिनों से असुविधा हो रही है।,लगातार असुविधा,Healthcare & Hospital Facilities,Shortage of Critical Medicine,Healthcare & Hospital Facilities,MEDIUM,Medium,Hospital,139,10,0,0,3.7,22.94499,88.42564,Ward 14,"Kalyani Stadium, Ring Road, Ward 14"
CMP-10083,"गंभीर जनहानि और स्वास्थ्य जोखिम की संभावना, Healthcare & Hospital Facilities तुरंत संज्ञान ले।",गंभीर समस्या,Healthcare & Hospital Facilities,Shortage of Critical Medicine,Healthcare & Hospital Facilities,HIGH,High,Market,394,12,0,0,2.2,22.95867,88.47814,Ward 6,"Children's Park, Station Road, Ward 6"
CMP-10084,आपातकालीन जानलेवा संकट! Healthcare & Hospital Facilities पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Healthcare & Hospital Facilities,Shortage of Critical Medicine,Healthcare & Hospital Facilities,CRITICAL,Critical,Commercial,816,1,1,0,1.3,22.94348,88.45695,Ward 14,"City Central Station, Hospital Road, Ward 14"
CMP-10085,General inspection request for Defective Irrigation Pump near Post Office Square.,Inspection of Defective Irrigation Pump,Agriculture & Irrigation,Defective Irrigation Pump,Agriculture & Irrigation,LOW,Low,Market,4,5,0,0,5.9,23.00081,88.39602,Ward 11,"Post Office Square, Kalyani Highway, Ward 11"
CMP-10086,Continuous citizen inconvenience caused by malfunctioning Defective Irrigation Pump near Community Health Center.,Inconvenience with Defective Irrigation Pump,Agriculture & Irrigation,Defective Irrigation Pump,Agriculture & Irrigation,MEDIUM,Medium,Hospital,101,15,0,0,3.4,23.00667,88.41631,Ward 14,"Community Health Center, Kalyani Highway, Ward 14"
CMP-10087,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Agriculture & Irrigation-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Agriculture & Irrigation,Canal Water Siltation,Agriculture & Irrigation,HIGH,High,Public Park,69,13,0,0,2.3,22.99437,88.41083,Ward 2,"Town Hall Complex, Netaji Subhash Avenue, Ward 2"
CMP-10088,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Agriculture & Irrigation-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Agriculture & Irrigation,Canal Water Siltation,Agriculture & Irrigation,CRITICAL,Critical,Residential,1344,1,1,0,1.2,22.89397,88.40839,Ward 8,"Municipal Market, Industrial Estate Road, Ward 8"
CMP-10089,General inspection request for Veterinary Clinic Shortage near Clock Tower Crossing.,Inspection of Veterinary Clinic Shortage,Animal Husbandry & Veterinary,Veterinary Clinic Shortage,Animal Husbandry & Veterinary,LOW,Low,Slum Area,16,3,0,0,5.4,22.94381,88.47481,Ward 4,"Clock Tower Crossing, Station Road, Ward 4"
CMP-10090,Continuous citizen inconvenience caused by malfunctioning Veterinary Clinic Shortage near Bus Terminus.,Inconvenience with Veterinary Clinic Shortage,Animal Husbandry & Veterinary,Veterinary Clinic Shortage,Animal Husbandry & Veterinary,MEDIUM,Medium,Commercial,109,8,0,0,3.2,22.964,88.43727,Ward 6,"Bus Terminus, Kalyani Highway, Ward 6"
CMP-10091,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Animal Husbandry & Veterinary-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Animal Husbandry & Veterinary,Cattle Stray Menace,Animal Husbandry & Veterinary,HIGH,High,Market,369,11,0,0,2.5,22.9391,88.46308,Ward 13,"City Central Station, Market Bypass, Ward 13"
CMP-10092,Life-threatening emergency collapse regarding Veterinary Clinic Shortage near Kalyani Stadium; immediate disaster intervention required!,Life Threatening Veterinary Clinic Shortage,Animal Husbandry & Veterinary,Veterinary Clinic Shortage,Animal Husbandry & Veterinary,CRITICAL,Critical,Commercial,218,3,1,0,1.3,22.95046,88.44555,Ward 19,"Kalyani Stadium, Netaji Subhash Avenue, Ward 19"
CMP-10093,Routine query and minor maintenance request regarding Ration Shop PDS Irregularity on Railway Colony Road.,Routine Ration Shop PDS Irregularity,Consumer Affairs & Fair Price,Ration Shop PDS Irregularity,Consumer Affairs & Fair Price,LOW,Low,Commercial,43,6,0,0,5.5,22.95999,88.43575,Ward 17,"Water Tank #4, Railway Colony Road, Ward 17"
CMP-10094,Consumer Affairs & Fair Price-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Consumer Affairs & Fair Price,Ration Shop PDS Irregularity,Consumer Affairs & Fair Price,MEDIUM,Medium,Market,140,6,0,0,3.4,22.97784,88.45055,Ward 12,"Water Tank #4, Station Road, Ward 12"
CMP-10095,"गंभीर जनहानि और स्वास्थ्य जोखिम की संभावना, Consumer Affairs & Fair Price तुरंत संज्ञान ले।",गंभीर समस्या,Consumer Affairs & Fair Price,Weight Discrepancy in Market,Consumer Affairs & Fair Price,HIGH,High,Public Park,230,13,0,0,2.6,22.94405,88.48733,Ward 9,"Water Tank #4, Hospital Road, Ward 9"
CMP-10096,आपातकालीन जानलेवा संकट! Consumer Affairs & Fair Price पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Consumer Affairs & Fair Price,Weight Discrepancy in Market,Consumer Affairs & Fair Price,CRITICAL,Critical,Highway,1223,3,1,0,0.9,22.97121,88.44871,Ward 8,"Water Tank #4, Kalyani Highway, Ward 8"
CMP-10097,Routine query and minor maintenance request regarding Old Age Pension Non-Credit on School Lane.,Routine Old Age Pension Non-Credit,Social Welfare & Pensions,Old Age Pension Non-Credit,Social Welfare & Pensions,LOW,Low,Market,16,8,0,0,5.6,22.95943,88.4288,Ward 11,"Electricity Substation, School Lane, Ward 11"
CMP-10098,Noticeable delay and recurring problem regarding Old Age Pension Non-Credit affecting residents on Barrackpore Trunk Road.,Recurring Old Age Pension Non-Credit Problem,Social Welfare & Pensions,Old Age Pension Non-Credit,Social Welfare & Pensions,MEDIUM,Medium,School,61,18,0,0,3.4,22.96027,88.45524,Ward 12,"Community Health Center, Barrackpore Trunk Road, Ward 12"
CMP-10099,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Social Welfare & Pensions-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Social Welfare & Pensions,Old Age Pension Non-Credit,Social Welfare & Pensions,HIGH,High,Hospital,660,13,0,0,2.3,22.95768,88.45649,Ward 18,"Bus Terminus, Old Court Road, Ward 18"
CMP-10100,Emergency catastrophic disaster in Social Welfare & Pensions on Kabi Nazrul Sarani; human lives in immediate extreme peril!,Emergency Crisis in Social Welfare & Pensions,Social Welfare & Pensions,Old Age Pension Non-Credit,Social Welfare & Pensions,CRITICAL,Critical,Market,185,2,1,0,1.3,22.99532,88.44974,Ward 16,"Public Library, Kabi Nazrul Sarani, Ward 16"
CMP-10101,General inspection request for Tribal Hostel Infrastructure near Town Hall Complex.,Inspection of Tribal Hostel Infrastructure,Backward Classes & Tribal Welfare,Tribal Hostel Infrastructure,Backward Classes & Tribal Welfare,LOW,Low,Commercial,29,1,0,0,5.3,22.961,88.45268,Ward 10,"Town Hall Complex, Barrackpore Trunk Road, Ward 10"
CMP-10102,Continuous citizen inconvenience caused by malfunctioning Tribal Hostel Infrastructure near Kalyani Stadium.,Inconvenience with Tribal Hostel Infrastructure,Backward Classes & Tribal Welfare,Tribal Hostel Infrastructure,Backward Classes & Tribal Welfare,MEDIUM,Medium,Highway,93,21,0,0,3.6,22.97448,88.43693,Ward 16,"Kalyani Stadium, Bazaar Street, Ward 16"
CMP-10103,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Backward Classes & Tribal Welfare-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Backward Classes & Tribal Welfare,Scholarship Disbursement,Backward Classes & Tribal Welfare,HIGH,High,Slum Area,410,13,0,0,2.5,22.96021,88.44768,Ward 9,"Community Health Center, Ring Road, Ward 9"
CMP-10104,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Backward Classes & Tribal Welfare-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Backward Classes & Tribal Welfare,Scholarship Disbursement,Backward Classes & Tribal Welfare,CRITICAL,Critical,Highway,257,2,1,0,1.2,22.96956,88.46147,Ward 4,"Kalyani Stadium, School Lane, Ward 4"
CMP-10105,General inspection request for Fish Farmers Support Scheme near Public Library.,Inspection of Fish Farmers Support Scheme,Fisheries & Aquaculture,Fish Farmers Support Scheme,Fisheries & Aquaculture,LOW,Low,Hospital,48,8,0,0,5.7,22.99534,88.46664,Ward 19,"Public Library, Lake View Road, Ward 19"
CMP-10106,Fisheries & Aquaculture-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Fisheries & Aquaculture,Pond Water Contamination,Fisheries & Aquaculture,MEDIUM,Medium,Highway,90,10,0,0,3.5,22.99205,88.42624,Ward 6,"Public Library, Market Bypass, Ward 6"
CMP-10107,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Fisheries & Aquaculture-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Fisheries & Aquaculture,Pond Water Contamination,Fisheries & Aquaculture,HIGH,High,Residential,330,2,0,0,2.3,22.97175,88.43642,Ward 18,"Clock Tower Crossing, Station Road, Ward 18"
CMP-10108,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Fisheries & Aquaculture-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Fisheries & Aquaculture,Pond Water Contamination,Fisheries & Aquaculture,CRITICAL,Critical,Hospital,220,1,1,0,1.4,22.95454,88.48631,Ward 16,"Town Hall Complex, Hospital Road, Ward 16"
CMP-10109,Forest & Wildlife Protection के संबंध में सामान्य पूछताछ एवं सुधार का अनुरोध।,सामान्य पूछताछ,Forest & Wildlife Protection,Illegal Timber Logging,Forest & Wildlife Protection,LOW,Low,Hospital,12,1,0,0,5.3,22.94465,88.46295,Ward 16,"Community Health Center, Kalyani Highway, Ward 16"
CMP-10110,Noticeable delay and recurring problem regarding Wild Animal Intrusion in Village affecting residents on Netaji Subhash Avenue.,Recurring Wild Animal Intrusion in Village Problem,Forest & Wildlife Protection,Wild Animal Intrusion in Village,Forest & Wildlife Protection,MEDIUM,Medium,Residential,140,5,0,0,3.7,22.9906,88.44971,Ward 5,"Children's Park, Netaji Subhash Avenue, Ward 5"
CMP-10111,Serious civic breakdown and public risk caused by Illegal Timber Logging near Sub-Divisional Court.,Substantial Risk: Illegal Timber Logging,Forest & Wildlife Protection,Illegal Timber Logging,Forest & Wildlife Protection,HIGH,High,Commercial,137,5,0,0,2.2,22.95257,88.4359,Ward 18,"Sub-Divisional Court, Shanti Nagar Main Road, Ward 18"
CMP-10112,आपातकालीन जानलेवा संकट! Forest & Wildlife Protection पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Forest & Wildlife Protection,Illegal Timber Logging,Forest & Wildlife Protection,CRITICAL,Critical,Slum Area,1080,4,1,0,1.1,22.99938,88.43032,Ward 15,"Kalyani Stadium, Green Park Avenue, Ward 15"
CMP-10113,Food & Supplies (PDS) সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Food & Supplies (PDS),Defective Ration Card,Food & Supplies (PDS),LOW,Low,Residential,20,10,0,0,5.3,22.96697,88.44432,Ward 20,"Water Tank #4, Shanti Nagar Main Road, Ward 20"
CMP-10114,Noticeable delay and recurring problem regarding Defective Ration Card affecting residents on Lake View Road.,Recurring Defective Ration Card Problem,Food & Supplies (PDS),Defective Ration Card,Food & Supplies (PDS),MEDIUM,Medium,Industrial,82,5,0,0,3.4,22.95444,88.44009,Ward 8,"Public Library, Lake View Road, Ward 8"
CMP-10115,Serious civic breakdown and public risk caused by Adulterated Food Commodity near Municipal Market.,Substantial Risk: Adulterated Food Commodity,Food & Supplies (PDS),Adulterated Food Commodity,Food & Supplies (PDS),HIGH,High,Market,210,2,0,0,2.3,22.96233,88.42222,Ward 15,"Municipal Market, Rabindra Path, Ward 15"
CMP-10116,आपातकालीन जानलेवा संकट! Food & Supplies (PDS) पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Food & Supplies (PDS),Adulterated Food Commodity,Food & Supplies (PDS),CRITICAL,Critical,Hospital,484,3,1,0,1.3,22.9388,88.39881,Ward 15,"General Hospital Gate #2, Temple Road, Ward 15"
CMP-10117,Routine query and minor maintenance request regarding Defunct Sports Complex on Industrial Estate Road.,Routine Defunct Sports Complex,Youth Services & Sports,Defunct Sports Complex,Youth Services & Sports,LOW,Low,School,41,10,0,0,5.4,22.96966,88.44177,Ward 14,"Bus Terminus, Industrial Estate Road, Ward 14"
CMP-10118,Noticeable delay and recurring problem regarding Defunct Sports Complex affecting residents on Rabindra Path.,Recurring Defunct Sports Complex Problem,Youth Services & Sports,Defunct Sports Complex,Youth Services & Sports,MEDIUM,Medium,Hospital,180,7,0,0,3.8,22.99644,88.43,Ward 5,"Kalyani Stadium, Rabindra Path, Ward 5"
